,Date,Round,Home.Team,Home.Goals,Home.Behinds,P_Home,Away.Team,Away.Goals,Away.Behinds,P_Away,Venue,Margin,Season,Round.Type,home_win,Year,Team_Home,CP_Home,D_Home,CL_Home,I50_Home,MI5_Home,Team_Away,CP_Away,D_Away,CL_Away,I50_Away,MI5_Away,P_diff_5,CP_diff_5,D_diff_5,CL_diff_5,I50_diff_5,MI5_diff_5
705,2015-06-06,R10,Essendon,7,11,53,Geelong,19,8,122,Docklands,-69,2015,Regular,0.0,2015,Essendon,148.0,406.0,46.0,52.0,14.0,Geelong,145.0,397.0,28.0,61.0,13.0,13.199999999999989,19.200000000000003,30.600000000000023,-0.3999999999999986,10.200000000000003,0.0
706,2015-06-06,R10,Port Adelaide,16,4,100,Footscray,9,8,62,Adelaide Oval,38,2015,Regular,1.0,2015,Port Adelaide,140.0,343.0,47.0,44.0,14.0,Footscray,152.0,300.0,58.0,46.0,7.0,3.0,-2.1999999999999886,31.399999999999977,5.800000000000004,0.5999999999999943,1.5999999999999996
707,2015-06-07,R10,GWS,14,13,97,Brisbane Lions,10,7,67,Sydney Showground,30,2015,Regular,1.0,2015,GWS,132.0,352.0,53.0,54.0,20.0,Brisbane Lions,117.0,348.0,35.0,37.0,11.0,31.0,19.200000000000003,68.60000000000002,6.399999999999999,9.400000000000006,2.799999999999999
708,2015-06-07,R10,North Melbourne,13,7,85,West Coast,10,15,75,Bellerive Oval,10,2015,Regular,1.0,2015,North Melbourne,160.0,333.0,47.0,49.0,8.0,West Coast,156.0,354.0,39.0,63.0,7.0,-10.0,-1.5999999999999943,6.800000000000011,-2.200000000000003,-8.400000000000006,-1.0
709,2015-06-07,R10,St Kilda,10,9,69,Hawthorn,20,12,132,Docklands,-63,2015,Regular,0.0,2015,St Kilda,119.0,409.0,30.0,51.0,14.0,Hawthorn,135.0,357.0,41.0,58.0,15.0,-20.0,0.8000000000000114,-62.80000000000001,-4.399999999999999,-12.600000000000001,-3.4000000000000004
710,2015-06-08,R10,Melbourne,13,7,85,Collingwood,17,8,110,M.C.G.,-25,2015,Regular,0.0,2015,Melbourne,142.0,370.0,40.0,47.0,8.0,Collingwood,146.0,373.0,36.0,53.0,16.0,-27.0,-13.200000000000017,-31.80000000000001,-4.800000000000004,-15.399999999999999,-5.799999999999999
711,2015-06-12,R11,Port Adelaide,11,3,69,Geelong,14,8,92,Adelaide Oval,-23,2015,Regular,0.0,2015,Port Adelaide,158.0,325.0,53.0,55.0,6.0,Geelong,151.0,337.0,57.0,53.0,9.0,-18.799999999999997,10.800000000000011,5.0,10.0,2.0,-1.6000000000000014
712,2015-06-13,R11,Gold Coast,7,4,46,Fremantle,6,17,53,Carrara,-7,2015,Regular,0.0,2015,Gold Coast,137.0,316.0,34.0,27.0,2.0,Fremantle,148.0,388.0,57.0,53.0,12.0,-25.200000000000003,-6.599999999999994,-45.80000000000001,-5.199999999999996,-11.799999999999997,-5.200000000000001
713,2015-06-13,R11,West Coast,14,12,96,Essendon,6,10,46,Subiaco,50,2015,Regular,1.0,2015,West Coast,149.0,362.0,51.0,55.0,12.0,Essendon,128.0,413.0,37.0,35.0,6.0,45.80000000000001,4.400000000000006,26.0,-1.7999999999999972,5.0,5.6
714,2015-06-13,R11,North Melbourne,10,15,75,Sydney,14,7,91,Docklands,-16,2015,Regular,0.0,2015,North Melbourne,125.0,327.0,43.0,44.0,9.0,Sydney,119.0,380.0,27.0,52.0,13.0,19.200000000000003,1.1999999999999886,-35.599999999999966,0.3999999999999986,-2.3999999999999986,1.8000000000000007
715,2015-06-14,R11,Collingwood,18,11,119,GWS,11,11,77,M.C.G.,42,2015,Regular,1.0,2015,Collingwood,156.0,389.0,40.0,56.0,14.0,GWS,125.0,397.0,39.0,42.0,18.0,3.4000000000000057,21.200000000000017,-37.39999999999998,2.0,0.20000000000000284,3.6000000000000014
716,2015-06-14,R11,St Kilda,12,13,85,Melbourne,12,11,83,Docklands,2,2015,Regular,1.0,2015,St Kilda,125.0,307.0,35.0,58.0,11.0,Melbourne,141.0,415.0,38.0,42.0,10.0,9.799999999999997,-5.799999999999983,37.80000000000001,-1.3999999999999986,8.600000000000001,3.0
717,2015-06-18,R12,Adelaide,12,13,85,Hawthorn,17,12,114,Adelaide Oval,-29,2015,Regular,0.0,2015,Adelaide,153.0,365.0,45.0,48.0,10.0,Hawthorn,143.0,351.0,43.0,62.0,10.0,-8.0,18.599999999999994,-26.0,3.0,-3.200000000000003,-0.5999999999999996
718,2015-06-19,R12,Richmond,10,10,70,West Coast,13,12,90,M.C.G.,-20,2015,Regular,0.0,2015,Richmond,130.0,346.0,30.0,46.0,8.0,West Coast,118.0,369.0,39.0,44.0,13.0,-23.799999999999997,-6.200000000000017,-3.1999999999999886,-1.1999999999999957,-8.400000000000006,-0.1999999999999993
719,2015-06-20,R12,Carlton,17,8,110,Port Adelaide,16,10,106,M.C.G.,4,2015,Regular,1.0,2015,Carlton,150.0,366.0,45.0,57.0,11.0,Port Adelaide,147.0,388.0,40.0,53.0,14.0,-25.0,-0.799999999999983,-25.19999999999999,2.6000000000000014,-2.6000000000000014,-1.8000000000000007
720,2015-06-20,R12,GWS,8,13,61,North Melbourne,18,9,117,Sydney Showground,-56,2015,Regular,0.0,2015,GWS,115.0,337.0,30.0,46.0,6.0,North Melbourne,133.0,379.0,58.0,56.0,10.0,31.39999999999999,-1.0,28.200000000000045,8.200000000000003,6.399999999999999,4.399999999999999
721,2015-06-20,R12,Footscray,22,14,146,Brisbane Lions,11,8,74,Docklands,72,2015,Regular,1.0,2015,Footscray,134.0,365.0,40.0,57.0,13.0,Brisbane Lions,106.0,321.0,37.0,39.0,9.0,35.2,22.0,42.599999999999966,3.8000000000000043,13.199999999999996,1.799999999999999
722,2015-06-21,R12,Geelong,13,11,89,Melbourne,18,5,113,Kardinia Park,-24,2015,Regular,0.0,2015,Geelong,132.0,300.0,40.0,58.0,11.0,Melbourne,159.0,355.0,53.0,44.0,11.0,37.599999999999994,-9.0,16.0,-2.799999999999997,13.600000000000001,6.000000000000001
723,2015-06-25,R13,Fremantle,12,8,80,Collingwood,11,7,73,Subiaco,7,2015,Regular,1.0,2015,Fremantle,159.0,371.0,52.0,43.0,6.0,Collingwood,141.0,345.0,42.0,40.0,5.0,-23.400000000000006,-3.8000000000000114,-12.199999999999989,-1.0,-11.0,-7.4
724,2015-06-26,R13,Sydney,11,11,77,Richmond,14,11,95,S.C.G.,-18,2015,Regular,0.0,2015,Sydney,122.0,359.0,34.0,57.0,13.0,Richmond,146.0,358.0,33.0,55.0,14.0,1.7999999999999972,15.800000000000011,30.200000000000045,9.399999999999999,11.399999999999999,-4.6
725,2015-06-27,R13,Hawthorn,16,18,114,Essendon,11,10,76,M.C.G.,38,2015,Regular,1.0,2015,Hawthorn,134.0,384.0,39.0,54.0,14.0,Essendon,132.0,394.0,25.0,49.0,10.0,44.60000000000001,15.400000000000006,35.0,6.399999999999999,11.800000000000004,8.400000000000002
726,2015-06-27,R13,Brisbane Lions,10,9,69,Adelaide,11,16,82,Gabba,-13,2015,Regular,0.0,2015,Brisbane Lions,139.0,359.0,44.0,50.0,10.0,Adelaide,158.0,338.0,41.0,60.0,13.0,-15.0,2.0,-11.799999999999955,0.3999999999999986,-7.0,-5.0
727,2015-06-27,R13,St Kilda,7,14,56,Footscray,9,8,62,Docklands,-6,2015,Regular,0.0,2015,St Kilda,135.0,383.0,35.0,56.0,14.0,Footscray,114.0,362.0,28.0,44.0,8.0,9.599999999999994,-9.800000000000011,30.0,-4.399999999999999,0.6000000000000014,3.5999999999999996
728,2015-06-28,R13,Carlton,14,19,103,Gold Coast,9,15,69,Docklands,34,2015,Regular,1.0,2015,Carlton,136.0,412.0,46.0,52.0,16.0,Gold Coast,106.0,282.0,24.0,47.0,7.0,11.200000000000003,-14.199999999999989,35.599999999999966,-3.3999999999999986,0.19999999999999574,3.0
729,2015-07-02,R14,Sydney,14,10,94,Port Adelaide,12,12,84,S.C.G.,10,2015,Regular,1.0,2015,Sydney,138.0,338.0,42.0,47.0,14.0,Port Adelaide,138.0,379.0,40.0,52.0,9.0,-2.200000000000003,-0.5999999999999943,20.600000000000023,-0.6000000000000014,8.199999999999996,-0.7999999999999989
730,2015-07-03,R14,Collingwood,12,19,91,Hawthorn,15,11,101,M.C.G.,-10,2015,Regular,0.0,2015,Collingwood,142.0,381.0,46.0,46.0,15.0,Hawthorn,122.0,376.0,33.0,50.0,10.0,-14.400000000000006,16.19999999999999,-24.799999999999955,-3.3999999999999986,-7.799999999999997,1.1999999999999993
731,2015-07-04,R14,Richmond,10,18,78,GWS,10,9,69,M.C.G.,9,2015,Regular,1.0,2015,Richmond,131.0,345.0,44.0,53.0,8.0,GWS,113.0,310.0,37.0,37.0,10.0,-5.799999999999997,7.799999999999997,-36.0,0.19999999999999574,-1.7999999999999972,-1.8000000000000007
732,2015-07-04,R14,Gold Coast,19,11,125,North Melbourne,10,10,70,Carrara,55,2015,Regular,1.0,2015,Gold Coast,145.0,339.0,44.0,66.0,15.0,North Melbourne,148.0,369.0,43.0,56.0,10.0,-16.799999999999997,-7.599999999999994,-26.399999999999977,-6.399999999999999,-10.600000000000001,-4.3999999999999995
733,2015-07-04,R14,Footscray,9,10,64,Carlton,7,11,53,Docklands,11,2015,Regular,1.0,2015,Footscray,140.0,388.0,49.0,55.0,11.0,Carlton,121.0,341.0,32.0,49.0,8.0,42.8,2.4000000000000057,32.0,-0.8000000000000043,13.800000000000004,3.0
734,2015-07-04,R14,Melbourne,9,6,60,West Coast,16,18,114,Marrara Oval,-54,2015,Regular,0.0,2015,Melbourne,117.0,305.0,37.0,45.0,9.0,West Coast,121.0,347.0,40.0,53.0,15.0,-30.0,-6.0,-21.599999999999966,-2.0,-17.0,-3.4000000000000004
735,2015-07-05,R14,Essendon,8,4,52,St Kilda,25,12,162,Docklands,-110,2015,Regular,0.0,2015,Essendon,119.0,304.0,34.0,37.0,9.0,St Kilda,142.0,445.0,39.0,60.0,26.0,-9.400000000000006,6.400000000000006,19.19999999999999,-1.0,2.0,-2.200000000000001
736,2015-07-05,R14,Fremantle,13,6,84,Brisbane Lions,7,6,48,Subiaco,36,2015,Regular,1.0,2015,Fremantle,182.0,375.0,50.0,53.0,10.0,Brisbane Lions,150.0,296.0,52.0,31.0,5.0,12.399999999999991,23.60000000000001,36.19999999999999,1.6000000000000014,-1.0,-1.8000000000000007
737,2015-07-09,R15,Port Adelaide,9,12,66,Collingwood,9,9,63,Adelaide Oval,3,2015,Regular,1.0,2015,Port Adelaide,137.0,352.0,48.0,55.0,13.0,Collingwood,159.0,393.0,58.0,50.0,5.0,-31.200000000000003,7.200000000000017,-27.80000000000001,6.200000000000003,-4.399999999999999,-5.4
738,2015-07-10,R15,Richmond,10,11,71,Carlton,5,11,41,M.C.G.,30,2015,Regular,1.0,2015,Richmond,126.0,331.0,34.0,52.0,13.0,Carlton,110.0,312.0,33.0,36.0,8.0,8.0,-7.6000000000000085,16.400000000000034,-3.0,0.6000000000000014,1.3999999999999986
739,2015-07-11,R15,Essendon,10,9,69,Melbourne,7,18,60,M.C.G.,9,2015,Regular,1.0,2015,Essendon,145.0,355.0,40.0,45.0,11.0,Melbourne,156.0,319.0,45.0,58.0,10.0,-2.3999999999999915,-6.599999999999994,19.80000000000001,-6.600000000000001,8.800000000000004,2.5999999999999996
740,2015-07-11,R15,Footscray,14,11,95,Gold Coast,11,7,73,Cazaly's Stadium,22,2015,Regular,1.0,2015,Footscray,151.0,392.0,33.0,58.0,10.0,Gold Coast,144.0,314.0,43.0,51.0,12.0,39.39999999999999,-1.799999999999983,49.39999999999998,0.5999999999999943,11.0,5.8
741,2015-07-11,R15,North Melbourne,18,12,120,Geelong,11,13,79,Docklands,41,2015,Regular,1.0,2015,North Melbourne,149.0,382.0,42.0,49.0,17.0,Geelong,129.0,352.0,31.0,53.0,13.0,-2.200000000000003,-1.4000000000000057,-14.399999999999977,0.20000000000000284,-4.399999999999999,-1.1999999999999993
742,2015-07-11,R15,West Coast,22,15,147,Adelaide,14,7,91,Subiaco,56,2015,Regular,1.0,2015,West Coast,153.0,453.0,51.0,73.0,16.0,Adelaide,132.0,331.0,35.0,37.0,12.0,20.0,1.6000000000000227,42.0,-1.3999999999999986,2.1999999999999957,0.1999999999999993
743,2015-07-12,R15,GWS,12,12,84,St Kilda,6,13,49,Sydney Showground,35,2015,Regular,1.0,2015,GWS,159.0,371.0,42.0,49.0,8.0,St Kilda,141.0,373.0,39.0,59.0,8.0,-2.0,-7.800000000000011,-7.199999999999989,2.200000000000003,0.20000000000000284,-1.8000000000000007
744,2015-07-12,R15,Hawthorn,17,13,115,Fremantle,6,7,43,York Park,72,2015,Regular,1.0,2015,Hawthorn,123.0,427.0,49.0,54.0,16.0,Fremantle,124.0,308.0,30.0,38.0,8.0,21.39999999999999,1.200000000000017,27.19999999999999,-4.0,1.7999999999999972,3.8000000000000007
745,2015-07-12,R15,Brisbane Lions,7,7,49,Sydney,10,10,70,Gabba,-21,2015,Regular,0.0,2015,Brisbane Lions,141.0,370.0,40.0,47.0,7.0,Sydney,141.0,400.0,42.0,48.0,8.0,-5.0,3.8000000000000114,-35.39999999999998,5.800000000000004,-4.200000000000003,-2.1999999999999993
746,2015-07-17,R16,North Melbourne,14,9,93,Essendon,9,14,68,Docklands,25,2015,Regular,1.0,2015,North Melbourne,142.0,364.0,43.0,53.0,11.0,Essendon,129.0,349.0,28.0,51.0,10.0,28.799999999999997,3.8000000000000114,-35.19999999999999,5.399999999999999,-1.6000000000000014,3.200000000000001
747,2015-07-18,R16,Geelong,10,12,72,Footscray,9,10,64,Kardinia Park,8,2015,Regular,1.0,2015,Geelong,153.0,393.0,40.0,49.0,14.0,Footscray,131.0,365.0,41.0,51.0,8.0,27.799999999999997,-9.600000000000023,0.0,-3.8000000000000043,4.799999999999997,4.0
748,2015-07-18,R16,Gold Coast,12,7,79,GWS,13,16,94,Carrara,-15,2015,Regular,0.0,2015,Gold Coast,122.0,305.0,34.0,37.0,12.0,GWS,127.0,384.0,45.0,53.0,13.0,-5.800000000000011,10.0,-37.0,-2.1999999999999957,-4.199999999999996,-3.4000000000000004
749,2015-07-18,R16,Collingwood,7,14,56,West Coast,11,21,87,Docklands,-31,2015,Regular,0.0,2015,Collingwood,121.0,388.0,30.0,41.0,9.0,West Coast,129.0,394.0,31.0,61.0,16.0,6.6000000000000085,15.200000000000017,8.199999999999989,3.200000000000003,0.20000000000000284,2.0
750,2015-07-18,R16,Sydney,7,15,57,Hawthorn,23,8,146,Stadium Australia,-89,2015,Regular,0.0,2015,Sydney,148.0,398.0,38.0,51.0,8.0,Hawthorn,132.0,381.0,36.0,52.0,15.0,-17.799999999999997,11.0,-1.0,1.0,0.3999999999999986,0.5999999999999996
751,2015-07-18,R16,Fremantle,13,17,95,Carlton,8,5,53,Subiaco,42,2015,Regular,1.0,2015,Fremantle,160.0,390.0,41.0,61.0,10.0,Carlton,132.0,372.0,37.0,34.0,5.0,17.799999999999997,23.80000000000001,34.39999999999998,5.400000000000006,-1.2000000000000028,-0.20000000000000107
752,2015-07-19,R16,Melbourne,8,12,60,Brisbane Lions,4,12,36,M.C.G.,24,2015,Regular,1.0,2015,Melbourne,122.0,328.0,23.0,43.0,13.0,Brisbane Lions,128.0,353.0,42.0,37.0,8.0,0.20000000000000284,11.000000000000014,32.80000000000001,-2.3999999999999986,3.6000000000000014,0.5999999999999996
753,2015-07-19,R16,Port Adelaide,17,11,113,Adelaide,18,8,116,Adelaide Oval,-3,2015,Regular,0.0,2015,Port Adelaide,117.0,335.0,39.0,52.0,12.0,Adelaide,145.0,335.0,51.0,50.0,13.0,-25.799999999999997,7.200000000000017,7.800000000000011,9.200000000000003,0.0,-4.200000000000001
754,2015-07-19,R16,St Kilda,10,13,73,Richmond,13,11,89,Docklands,-16,2015,Regular,0.0,2015,St Kilda,127.0,360.0,35.0,47.0,14.0,Richmond,141.0,385.0,29.0,48.0,12.0,-22.200000000000003,-10.400000000000006,10.199999999999989,-2.8000000000000043,3.3999999999999986,-3.4000000000000004
755,2015-07-24,R17,Carlton,4,11,35,Hawthorn,27,11,173,Docklands,-138,2015,Regular,0.0,2015,Carlton,113.0,339.0,27.0,32.0,6.0,Hawthorn,142.0,453.0,33.0,65.0,22.0,-31.200000000000003,-0.8000000000000114,-2.8000000000000114,3.4000000000000057,-6.600000000000001,0.8000000000000007
756,2015-07-25,R17,GWS,6,6,42,Geelong,9,15,69,Manuka Oval,-27,2015,Regular,0.0,2015,GWS,130.0,353.0,34.0,41.0,10.0,Geelong,127.0,372.0,36.0,53.0,15.0,4.799999999999997,-2.3999999999999773,14.399999999999977,1.6000000000000014,0.6000000000000014,1.5999999999999996
757,2015-07-25,R17,Adelaide,19,11,125,Gold Coast,12,8,80,Adelaide Oval,45,2015,Regular,1.0,2015,Adelaide,167.0,386.0,43.0,65.0,14.0,Gold Coast,131.0,331.0,35.0,45.0,14.0,30.800000000000004,21.19999999999999,60.599999999999966,8.200000000000003,13.600000000000001,3.0
758,2015-07-25,R17,Richmond,10,18,78,Fremantle,12,10,82,M.C.G.,-4,2015,Regular,0.0,2015,Richmond,136.0,347.0,34.0,52.0,10.0,Fremantle,118.0,325.0,33.0,41.0,9.0,2.6000000000000085,-8.400000000000006,-20.0,-8.399999999999999,-4.799999999999997,-1.0
759,2015-07-25,R17,Essendon,17,14,116,Port Adelaide,20,9,129,Docklands,-13,2015,Regular,0.0,2015,Essendon,144.0,387.0,43.0,49.0,12.0,Port Adelaide,126.0,292.0,46.0,50.0,10.0,-18.599999999999994,-3.1999999999999886,-18.0,-4.0,-2.200000000000003,-0.5999999999999996
760,2015-07-25,R17,Brisbane Lions,5,8,38,North Melbourne,16,14,110,Gabba,-72,2015,Regular,0.0,2015,Brisbane Lions,124.0,342.0,48.0,33.0,6.0,North Melbourne,134.0,351.0,50.0,61.0,14.0,-9.200000000000003,-5.599999999999994,-1.0,-0.7999999999999972,-5.799999999999997,-2.0
761,2015-07-26,R17,Footscray,15,14,104,Collingwood,13,8,86,Docklands,18,2015,Regular,1.0,2015,Footscray,148.0,452.0,34.0,60.0,18.0,Collingwood,137.0,356.0,36.0,46.0,9.0,5.6000000000000085,-2.5999999999999943,-3.0,-4.0,5.0,-1.4000000000000004
762,2015-07-26,R17,Melbourne,6,10,46,St Kilda,12,11,83,M.C.G.,-37,2015,Regular,0.0,2015,Melbourne,132.0,373.0,30.0,44.0,5.0,St Kilda,140.0,340.0,35.0,57.0,8.0,-24.799999999999997,-4.0,-49.400000000000034,-0.8000000000000043,-10.199999999999996,-4.800000000000001
763,2015-07-26,R17,West Coast,15,13,103,Sydney,7,9,51,Subiaco,52,2015,Regular,1.0,2015,West Coast,173.0,416.0,45.0,58.0,11.0,Sydney,128.0,367.0,32.0,35.0,8.0,40.599999999999994,11.400000000000006,18.399999999999977,7.399999999999999,11.800000000000004,4.6
764,2015-07-31,R18,Hawthorn,7,11,53,Richmond,10,11,71,M.C.G.,-18,2015,Regular,0.0,2015,Hawthorn,125.0,365.0,38.0,43.0,8.0,Richmond,146.0,371.0,40.0,44.0,13.0,23.0,-1.0,47.200000000000045,9.0,10.600000000000001,2.0
765,2015-08-01,R18,Geelong,17,11,113,Brisbane Lions,8,9,57,Kardinia Park,56,2015,Regular,1.0,2015,Geelong,109.0,409.0,33.0,50.0,23.0,Brisbane Lions,105.0,342.0,35.0,37.0,15.0,33.99999999999999,13.0,31.0,-3.1999999999999957,16.200000000000003,4.600000000000001
766,2015-08-01,R18,Collingwood,7,12,54,Melbourne,13,13,91,M.C.G.,-37,2015,Regular,0.0,2015,Collingwood,140.0,360.0,40.0,58.0,10.0,Melbourne,156.0,393.0,33.0,44.0,17.0,9.600000000000009,-6.0,24.80000000000001,-2.6000000000000014,3.799999999999997,2.5999999999999996
767,2015-08-01,R18,Sydney,17,15,117,Adelaide,9,11,65,S.C.G.,52,2015,Regular,1.0,2015,Sydney,117.0,460.0,40.0,55.0,19.0,Adelaide,127.0,334.0,30.0,46.0,11.0,-0.4000000000000057,-2.5999999999999943,51.39999999999998,-3.6000000000000014,6.800000000000004,0.7999999999999989
768,2015-08-01,R18,Carlton,8,6,54,North Melbourne,18,10,118,Docklands,-64,2015,Regular,0.0,2015,Carlton,110.0,302.0,33.0,37.0,8.0,North Melbourne,112.0,377.0,27.0,55.0,27.0,-7.799999999999997,-8.599999999999994,17.0,-4.600000000000001,-8.799999999999997,-1.0
769,2015-08-01,R18,Gold Coast,12,11,83,West Coast,11,17,83,Carrara,0,2015,Regular,0.5,2015,Gold Coast,130.0,329.0,35.0,50.0,12.0,West Coast,159.0,383.0,45.0,52.0,10.0,-28.60000000000001,-5.799999999999983,-42.799999999999955,-3.0,-14.199999999999996,-4.0
770,2015-08-02,R18,Port Adelaide,17,10,112,St Kilda,6,13,49,Adelaide Oval,63,2015,Regular,1.0,2015,Port Adelaide,143.0,400.0,42.0,52.0,12.0,St Kilda,128.0,327.0,32.0,51.0,12.0,-16.799999999999997,4.199999999999989,-31.19999999999999,10.0,-6.0,-3.6000000000000014
771,2015-08-02,R18,Essendon,5,10,40,Footscray,19,13,127,Docklands,-87,2015,Regular,0.0,2015,Essendon,125.0,386.0,28.0,41.0,13.0,Footscray,138.0,426.0,32.0,63.0,16.0,19.400000000000006,-1.8000000000000114,23.0,-1.8000000000000043,-3.4000000000000057,5.199999999999999
772,2015-08-02,R18,Fremantle,12,12,84,GWS,9,9,63,Subiaco,21,2015,Regular,1.0,2015,Fremantle,148.0,455.0,47.0,56.0,11.0,GWS,118.0,335.0,27.0,30.0,3.0,0.20000000000000284,36.80000000000001,5.199999999999989,7.399999999999999,-1.2000000000000028,-5.4
773,2015-08-07,R19,Adelaide,11,22,88,Richmond,8,4,52,Adelaide Oval,36,2015,Regular,1.0,2015,Adelaide,151.0,368.0,49.0,74.0,15.0,Richmond,119.0,308.0,28.0,39.0,8.0,9.800000000000011,16.599999999999994,13.0,8.799999999999997,13.0,-2.0
774,2015-08-08,R19,Collingwood,16,9,105,Carlton,13,9,87,M.C.G.,18,2015,Regular,1.0,2015,Collingwood,130.0,375.0,31.0,43.0,16.0,Carlton,141.0,365.0,45.0,50.0,6.0,32.00000000000001,15.799999999999997,35.0,3.6000000000000014,8.799999999999997,4.800000000000001
775,2015-08-08,R19,Footscray,19,14,128,Port Adelaide,9,10,64,Docklands,64,2015,Regular,1.0,2015,Footscray,138.0,425.0,34.0,60.0,15.0,Port Adelaide,119.0,296.0,35.0,46.0,12.0,4.6000000000000085,9.0,48.200000000000045,-4.0,7.0,0.8000000000000007
776,2015-08-08,R19,Brisbane Lions,14,16,100,Gold Coast,17,12,114,Gabba,-14,2015,Regular,0.0,2015,Brisbane Lions,129.0,423.0,40.0,53.0,13.0,Gold Coast,127.0,290.0,39.0,43.0,13.0,7.799999999999997,0.5999999999999943,48.39999999999998,4.799999999999997,4.199999999999996,1.4000000000000004
777,2015-08-08,R19,Geelong,14,11,95,Sydney,9,9,63,Kardinia Park,32,2015,Regular,1.0,2015,Geelong,147.0,418.0,34.0,52.0,14.0,Sydney,120.0,372.0,30.0,43.0,9.0,20.60000000000001,-7.0,-36.39999999999998,2.3999999999999986,8.400000000000006,6.199999999999999
778,2015-08-08,R19,West Coast,11,8,74,Hawthorn,13,10,88,Subiaco,-14,2015,Regular,0.0,2015,West Coast,148.0,321.0,44.0,44.0,11.0,Hawthorn,154.0,377.0,57.0,53.0,8.0,-12.999999999999986,19.799999999999983,31.19999999999999,8.199999999999996,5.399999999999999,0.1999999999999993
779,2015-08-09,R19,Melbourne,14,8,92,North Melbourne,19,13,127,M.C.G.,-35,2015,Regular,0.0,2015,Melbourne,119.0,281.0,40.0,43.0,10.0,North Melbourne,130.0,367.0,37.0,63.0,16.0,-41.0,-7.799999999999997,-29.19999999999999,-9.0,-12.400000000000006,-7.200000000000001
780,2015-08-09,R19,GWS,14,9,93,Essendon,8,13,61,Sydney Showground,32,2015,Regular,1.0,2015,GWS,104.0,329.0,29.0,45.0,15.0,Essendon,115.0,384.0,34.0,58.0,11.0,18.200000000000003,-1.0,-14.0,6.200000000000003,3.0,3.5999999999999996
781,2015-08-09,R19,St Kilda,8,11,59,Fremantle,15,6,96,Docklands,-37,2015,Regular,0.0,2015,St Kilda,131.0,360.0,29.0,45.0,10.0,Fremantle,125.0,417.0,37.0,44.0,14.0,2.799999999999997,-10.999999999999986,15.599999999999966,-6.600000000000001,1.5999999999999943,3.1999999999999993
782,2015-08-14,R20,Sydney,13,9,87,Collingwood,10,16,76,S.C.G.,11,2015,Regular,1.0,2015,Sydney,148.0,414.0,43.0,51.0,14.0,Collingwood,164.0,422.0,37.0,54.0,12.0,0.6000000000000085,-13.0,8.199999999999989,-3.6000000000000014,5.0,2.799999999999999
783,2015-08-15,R20,Essendon,8,11,59,Adelaide,27,9,171,Docklands,-112,2015,Regular,0.0,2015,Essendon,130.0,384.0,43.0,50.0,12.0,Adelaide,140.0,386.0,38.0,67.0,16.0,-24.599999999999994,-3.6000000000000227,35.60000000000002,-1.5999999999999943,-5.0,-1.0
784,2015-08-15,R20,North Melbourne,18,12,120,St Kilda,11,17,83,Bellerive Oval,37,2015,Regular,1.0,2015,North Melbourne,144.0,347.0,43.0,50.0,13.0,St Kilda,137.0,372.0,28.0,56.0,14.0,6.200000000000003,0.5999999999999943,-23.600000000000023,2.200000000000003,-9.599999999999994,-1.1999999999999993
785,2015-08-15,R20,Port Adelaide,16,15,111,GWS,13,12,90,Adelaide Oval,21,2015,Regular,1.0,2015,Port Adelaide,144.0,371.0,42.0,63.0,12.0,GWS,131.0,317.0,46.0,43.0,11.0,17.799999999999997,19.799999999999997,-0.19999999999998863,8.399999999999999,11.0,1.4000000000000004
786,2015-08-15,R20,Brisbane Lions,20,11,131,Carlton,9,13,67,Gabba,64,2015,Regular,1.0,2015,Brisbane Lions,128.0,412.0,40.0,52.0,14.0,Carlton,129.0,289.0,44.0,42.0,9.0,9.200000000000003,5.200000000000003,29.19999999999999,2.200000000000003,2.6000000000000014,3.4000000000000004
787,2015-08-15,R20,Geelong,12,13,85,Hawthorn,19,7,121,M.C.G.,-36,2015,Regular,0.0,2015,Geelong,129.0,383.0,31.0,43.0,13.0,Hawthorn,126.0,382.0,43.0,54.0,12.0,-22.60000000000001,-5.400000000000006,-7.400000000000034,-3.6000000000000014,-3.0,2.5999999999999996
788,2015-08-16,R20,Richmond,22,6,138,Gold Coast,8,7,55,M.C.G.,83,2015,Regular,1.0,2015,Richmond,153.0,439.0,46.0,62.0,18.0,Gold Coast,120.0,309.0,35.0,40.0,7.0,-1.4000000000000057,0.8000000000000114,39.19999999999999,-0.3999999999999986,5.200000000000003,-0.20000000000000107
789,2015-08-16,R20,Footscray,24,9,153,Melbourne,8,7,55,Docklands,98,2015,Regular,1.0,2015,Footscray,153.0,397.0,47.0,61.0,13.0,Melbourne,127.0,331.0,37.0,43.0,8.0,28.0,-2.0,45.19999999999999,-2.200000000000003,13.200000000000003,1.8000000000000007
790,2015-08-16,R20,Fremantle,11,14,80,West Coast,15,14,104,Subiaco,-24,2015,Regular,0.0,2015,Fremantle,130.0,335.0,46.0,50.0,12.0,West Coast,131.0,316.0,34.0,41.0,11.0,-7.200000000000003,22.0,9.600000000000023,9.600000000000001,-3.0,-3.3999999999999986
791,2015-08-21,R21,Hawthorn,13,8,86,Port Adelaide,16,12,108,Docklands,-22,2015,Regular,0.0,2015,Hawthorn,122.0,346.0,42.0,54.0,14.0,Port Adelaide,146.0,405.0,45.0,53.0,13.0,-10.799999999999997,3.5999999999999943,60.80000000000001,1.7999999999999972,3.799999999999997,1.0
