,Date,Round,Home.Team,Home.Goals,Home.Behinds,P_Home,Away.Team,Away.Goals,Away.Behinds,P_Away,Venue,Margin,Season,Round.Type,home_win,Year,Team_Home,CP_Home,D_Home,CL_Home,I50_Home,MI5_Home,Team_Away,CP_Away,D_Away,CL_Away,I50_Away,MI5_Away,P_diff_5,CP_diff_5,D_diff_5,CL_diff_5,I50_diff_5,MI5_diff_5
792,2015-08-22,R21,Collingwood,7,14,56,Richmond,23,9,147,M.C.G.,-91,2015,Regular,0.0,2015,Collingwood,130.0,358.0,31.0,58.0,9.0,Richmond,134.0,427.0,36.0,49.0,17.0,4.200000000000003,2.0,24.400000000000034,4.399999999999999,4.399999999999999,0.6000000000000014
793,2015-08-22,R21,GWS,6,8,44,Sydney,20,13,133,Sydney Showground,-89,2015,Regular,0.0,2015,GWS,137.0,365.0,34.0,41.0,6.0,Sydney,160.0,395.0,47.0,70.0,18.0,1.8000000000000114,-1.5999999999999943,-45.200000000000045,2.6000000000000014,-0.20000000000000284,1.8000000000000007
794,2015-08-22,R21,Gold Coast,14,13,97,Essendon,14,11,95,Carrara,2,2015,Regular,1.0,2015,Gold Coast,147.0,338.0,37.0,61.0,19.0,Essendon,148.0,404.0,37.0,50.0,5.0,12.799999999999997,4.800000000000011,-61.599999999999966,4.0,-3.8000000000000043,0.5999999999999996
795,2015-08-22,R21,St Kilda,14,13,97,Geelong,15,7,97,Docklands,0,2015,Regular,0.5,2015,St Kilda,129.0,325.0,41.0,46.0,11.0,Geelong,137.0,365.0,31.0,52.0,18.0,-16.799999999999997,-6.199999999999989,7.800000000000011,-4.0,0.6000000000000014,0.7999999999999989
796,2015-08-22,R21,Adelaide,20,11,131,Brisbane Lions,6,8,44,Adelaide Oval,87,2015,Regular,1.0,2015,Adelaide,122.0,379.0,40.0,54.0,19.0,Brisbane Lions,107.0,376.0,32.0,38.0,11.0,38.4,39.60000000000001,48.60000000000002,5.199999999999996,22.599999999999994,2.8000000000000007
797,2015-08-23,R21,North Melbourne,14,10,94,Fremantle,12,11,83,Docklands,11,2015,Regular,1.0,2015,North Melbourne,128.0,353.0,28.0,44.0,15.0,Fremantle,125.0,316.0,41.0,53.0,15.0,30.19999999999999,10.800000000000011,-5.199999999999989,1.8000000000000043,2.6000000000000014,2.0
798,2015-08-23,R21,Carlton,12,6,78,Melbourne,7,13,55,M.C.G.,23,2015,Regular,1.0,2015,Carlton,130.0,341.0,32.0,40.0,9.0,Melbourne,125.0,296.0,35.0,53.0,10.0,-2.0,-18.0,3.1999999999999886,-3.6000000000000014,0.3999999999999986,-0.1999999999999993
799,2015-08-23,R21,West Coast,25,12,162,Footscray,13,7,85,Subiaco,77,2015,Regular,1.0,2015,West Coast,151.0,392.0,48.0,51.0,23.0,Footscray,117.0,344.0,37.0,43.0,11.0,32.2,20.0,33.39999999999998,9.0,7.200000000000003,4.4
800,2015-08-28,R22,Geelong,9,8,62,Collingwood,17,8,110,M.C.G.,-48,2015,Regular,0.0,2015,Geelong,131.0,375.0,21.0,39.0,11.0,Collingwood,147.0,411.0,41.0,50.0,13.0,9.200000000000003,-15.400000000000006,2.8000000000000114,-6.199999999999996,1.7999999999999972,5.6
801,2015-08-29,R22,GWS,20,12,132,Carlton,7,9,51,Sydney Showground,81,2015,Regular,1.0,2015,GWS,135.0,390.0,39.0,74.0,24.0,Carlton,132.0,313.0,41.0,36.0,6.0,4.599999999999994,2.4000000000000057,15.199999999999989,-4.400000000000006,2.1999999999999957,1.7999999999999998
802,2015-08-29,R22,Hawthorn,21,8,134,Brisbane Lions,9,8,62,York Park,72,2015,Regular,1.0,2015,Hawthorn,136.0,418.0,39.0,59.0,13.0,Brisbane Lions,139.0,354.0,50.0,37.0,9.0,40.400000000000006,11.799999999999997,61.599999999999966,2.6000000000000014,17.6,3.0
803,2015-08-29,R22,North Melbourne,10,13,73,Footscray,14,12,96,Docklands,-23,2015,Regular,0.0,2015,North Melbourne,124.0,331.0,35.0,44.0,14.0,Footscray,140.0,390.0,44.0,52.0,14.0,20.400000000000006,7.199999999999989,-4.7999999999999545,0.5999999999999943,-1.3999999999999986,3.0
804,2015-08-29,R22,Essendon,7,5,47,Richmond,10,14,74,M.C.G.,-27,2015,Regular,0.0,2015,Essendon,163.0,376.0,38.0,47.0,4.0,Richmond,164.0,385.0,33.0,64.0,14.0,-23.599999999999994,-4.599999999999994,-6.600000000000023,4.399999999999999,-2.6000000000000014,-1.4000000000000004
805,2015-08-29,R22,Gold Coast,7,9,51,Port Adelaide,12,16,88,Carrara,-37,2015,Regular,0.0,2015,Gold Coast,153.0,329.0,45.0,40.0,7.0,Port Adelaide,172.0,350.0,43.0,66.0,9.0,-12.200000000000003,1.0,-26.600000000000023,-4.400000000000006,-2.5999999999999943,0.40000000000000036
806,2015-08-30,R22,Adelaide,19,12,126,West Coast,10,9,69,Adelaide Oval,57,2015,Regular,1.0,2015,Adelaide,141.0,383.0,31.0,60.0,19.0,West Coast,139.0,305.0,36.0,54.0,13.0,1.6000000000000085,24.599999999999994,11.0,7.200000000000003,9.0,0.40000000000000036
807,2015-08-30,R22,St Kilda,4,14,38,Sydney,20,15,135,Docklands,-97,2015,Regular,0.0,2015,St Kilda,117.0,354.0,28.0,48.0,10.0,Sydney,149.0,437.0,29.0,64.0,21.0,-7.599999999999994,-4.199999999999989,-35.80000000000001,-0.6000000000000014,0.7999999999999972,0.8000000000000007
808,2015-08-30,R22,Fremantle,17,6,108,Melbourne,8,6,54,Subiaco,54,2015,Regular,1.0,2015,Fremantle,143.0,440.0,44.0,49.0,9.0,Melbourne,115.0,377.0,34.0,40.0,4.0,9.799999999999997,11.200000000000017,46.39999999999998,6.600000000000001,4.200000000000003,-1.3999999999999986
809,2015-09-04,R23,Richmond,16,12,108,North Melbourne,10,7,67,Docklands,41,2015,Regular,1.0,2015,Richmond,153.0,374.0,43.0,57.0,15.0,North Melbourne,123.0,316.0,36.0,41.0,9.0,-21.400000000000006,3.799999999999983,-7.0,-5.399999999999999,-5.200000000000003,-4.0
810,2015-09-05,R23,Geelong,17,17,119,Adelaide,11,14,80,Kardinia Park,39,2015,Regular,1.0,2015,Geelong,148.0,421.0,40.0,55.0,23.0,Adelaide,124.0,336.0,29.0,45.0,12.0,-19.599999999999994,-6.599999999999994,50.80000000000001,-7.199999999999999,-5.399999999999999,2.0
811,2015-09-05,R23,Brisbane Lions,19,16,130,Footscray,19,8,122,Gabba,8,2015,Regular,1.0,2015,Brisbane Lions,157.0,441.0,53.0,61.0,21.0,Footscray,129.0,313.0,32.0,54.0,9.0,-9.399999999999991,4.199999999999989,3.8000000000000114,6.0,-3.6000000000000014,-1.4000000000000004
812,2015-09-05,R23,Port Adelaide,18,14,122,Fremantle,8,5,53,Adelaide Oval,69,2015,Regular,1.0,2015,Port Adelaide,146.0,408.0,28.0,69.0,22.0,Fremantle,132.0,353.0,33.0,31.0,9.0,22.799999999999997,11.800000000000011,5.800000000000011,5.199999999999996,9.600000000000001,-0.5999999999999996
813,2015-09-05,R23,Hawthorn,17,11,113,Carlton,8,8,56,M.C.G.,57,2015,Regular,1.0,2015,Hawthorn,119.0,395.0,31.0,49.0,13.0,Carlton,122.0,368.0,37.0,46.0,13.0,40.60000000000001,-0.8000000000000114,57.80000000000001,1.3999999999999986,13.199999999999996,6.2
814,2015-09-05,R23,Sydney,19,13,127,Gold Coast,9,10,64,S.C.G.,63,2015,Regular,1.0,2015,Sydney,151.0,416.0,37.0,70.0,20.0,Gold Coast,137.0,319.0,32.0,44.0,6.0,8.200000000000003,9.0,88.60000000000002,4.199999999999996,7.0,3.0
815,2015-09-05,R23,West Coast,18,17,125,St Kilda,4,6,30,Subiaco,95,2015,Regular,1.0,2015,West Coast,156.0,418.0,39.0,55.0,16.0,St Kilda,105.0,359.0,33.0,34.0,3.0,31.200000000000003,17.200000000000017,17.400000000000034,13.199999999999996,-0.3999999999999986,1.0
816,2015-09-06,R23,Melbourne,15,13,103,GWS,11,11,77,Docklands,26,2015,Regular,1.0,2015,Melbourne,145.0,390.0,49.0,62.0,19.0,GWS,130.0,330.0,34.0,44.0,9.0,-10.0,3.6000000000000085,-17.200000000000045,-4.799999999999997,3.3999999999999986,-2.0
817,2015-09-06,R23,Collingwood,14,8,92,Essendon,14,11,95,M.C.G.,-3,2015,Regular,0.0,2015,Collingwood,137.0,365.0,31.0,50.0,18.0,Essendon,141.0,397.0,46.0,51.0,7.0,3.200000000000003,2.1999999999999886,-16.400000000000034,3.3999999999999986,0.6000000000000014,3.4000000000000004
818,2015-09-11,QF,West Coast,14,12,96,Hawthorn,9,10,64,Subiaco,32,2015,Finals,1.0,2015,West Coast,148.0,342.0,40.0,50.0,17.0,Hawthorn,140.0,339.0,50.0,40.0,10.0,-3.5999999999999943,21.0,6.199999999999989,5.0,1.4000000000000057,2.0
819,2015-09-12,QF,Fremantle,10,9,69,Sydney,7,18,60,Subiaco,9,2015,Finals,1.0,2015,Fremantle,149.0,383.0,42.0,41.0,10.0,Sydney,144.0,382.0,28.0,53.0,12.0,-0.20000000000000284,13.0,4.800000000000011,9.600000000000001,1.7999999999999972,-2.4000000000000004
820,2015-09-12,EF,Adelaide,16,13,109,Footscray,14,18,102,M.C.G.,7,2015,Finals,1.0,2015,Adelaide,141.0,343.0,26.0,55.0,11.0,Footscray,144.0,388.0,46.0,65.0,11.0,12.200000000000003,15.800000000000011,8.599999999999966,4.399999999999999,7.600000000000001,3.8000000000000007
821,2015-09-13,EF,North Melbourne,15,15,105,Richmond,14,4,88,M.C.G.,17,2015,Finals,1.0,2015,North Melbourne,148.0,329.0,42.0,55.0,14.0,Richmond,115.0,283.0,35.0,42.0,6.0,13.400000000000006,-3.4000000000000057,-19.80000000000001,5.0,-0.7999999999999972,1.1999999999999993
822,2015-09-18,SF,Hawthorn,21,9,135,Adelaide,8,13,61,M.C.G.,74,2015,Finals,1.0,2015,Hawthorn,124.0,408.0,32.0,60.0,18.0,Adelaide,136.0,338.0,44.0,44.0,10.0,-4.3999999999999915,-8.599999999999994,45.80000000000001,3.1999999999999957,2.799999999999997,0.0
823,2015-09-19,SF,North Melbourne,11,11,77,Sydney,7,9,51,Stadium Australia,26,2015,Finals,1.0,2015,North Melbourne,140.0,358.0,39.0,51.0,15.0,Sydney,123.0,335.0,31.0,48.0,7.0,8.599999999999994,-3.0,-45.80000000000001,5.0,-3.799999999999997,-0.1999999999999993
824,2015-09-25,PF,Hawthorn,15,4,94,Fremantle,10,7,67,Subiaco,27,2015,Finals,1.0,2015,Hawthorn,126.0,422.0,28.0,42.0,8.0,Fremantle,143.0,382.0,43.0,41.0,9.0,32.8,0.4000000000000057,42.599999999999966,1.6000000000000014,11.600000000000001,2.1999999999999993
825,2015-09-26,PF,West Coast,10,20,80,North Melbourne,7,13,55,Subiaco,25,2015,Finals,1.0,2015,West Coast,133.0,341.0,36.0,52.0,13.0,North Melbourne,149.0,329.0,45.0,44.0,11.0,13.599999999999994,25.799999999999983,21.80000000000001,4.600000000000001,-3.6000000000000014,0.40000000000000036
826,2015-10-03,GF,Hawthorn,16,11,107,West Coast,8,13,61,M.C.G.,46,2015,Finals,1.0,2015,Hawthorn,136.0,436.0,35.0,59.0,17.0,West Coast,120.0,321.0,41.0,40.0,11.0,21.0,-10.400000000000006,48.80000000000001,-2.8000000000000043,0.5999999999999943,0.1999999999999993
827,2016-03-24,R1,Richmond,14,8,92,Carlton,12,11,83,M.C.G.,9,2016,Regular,1.0,2016,Richmond,131.0,332.0,38.0,46.0,12.0,Carlton,129.0,376.0,34.0,57.0,18.0,31.799999999999997,8.600000000000023,25.80000000000001,-0.5999999999999943,13.600000000000001,5.000000000000001
828,2016-03-26,R1,Melbourne,12,8,80,GWS,10,18,78,M.C.G.,2,2016,Regular,1.0,2016,Melbourne,133.0,366.0,25.0,56.0,11.0,GWS,137.0,371.0,31.0,50.0,14.0,-6.3999999999999915,3.200000000000003,0.19999999999998863,-2.0,6.0,2.0
829,2016-03-26,R1,Gold Coast,17,19,121,Essendon,9,6,60,Carrara,61,2016,Regular,1.0,2016,Gold Coast,152.0,428.0,37.0,66.0,15.0,Essendon,125.0,383.0,25.0,40.0,8.0,8.0,6.400000000000006,-57.60000000000002,5.0,-1.0,4.4
830,2016-03-26,R1,North Melbourne,16,11,107,Adelaide,14,13,97,Docklands,10,2016,Regular,1.0,2016,North Melbourne,160.0,361.0,42.0,56.0,11.0,Adelaide,150.0,342.0,45.0,57.0,8.0,-4.799999999999997,2.4000000000000057,-2.1999999999999886,-1.0,-1.6000000000000014,1.799999999999999
831,2016-03-26,R1,Sydney,18,25,133,Collingwood,7,11,53,S.C.G.,80,2016,Regular,1.0,2016,Sydney,172.0,429.0,40.0,76.0,16.0,Collingwood,141.0,334.0,33.0,45.0,5.0,14.800000000000011,-9.199999999999989,19.80000000000001,-2.799999999999997,6.799999999999997,6.199999999999999
832,2016-03-27,R1,Footscray,15,13,103,Fremantle,5,8,38,Docklands,65,2016,Regular,1.0,2016,Footscray,157.0,498.0,35.0,57.0,15.0,Fremantle,113.0,340.0,24.0,30.0,9.0,32.599999999999994,17.400000000000006,52.19999999999999,2.0,16.799999999999997,2.200000000000001
833,2016-03-27,R1,Port Adelaide,20,13,133,St Kilda,15,10,100,Adelaide Oval,33,2016,Regular,1.0,2016,Port Adelaide,177.0,381.0,44.0,61.0,13.0,St Kilda,166.0,428.0,61.0,58.0,12.0,46.0,7.200000000000017,19.0,6.399999999999999,6.800000000000004,5.199999999999999
834,2016-03-27,R1,West Coast,26,10,166,Brisbane Lions,15,12,102,Subiaco,64,2016,Regular,1.0,2016,West Coast,160.0,438.0,45.0,64.0,25.0,Brisbane Lions,128.0,323.0,40.0,45.0,10.0,58.00000000000001,21.39999999999999,18.600000000000023,-0.8000000000000043,14.399999999999999,6.4
835,2016-03-28,R1,Geelong,18,8,116,Hawthorn,12,14,86,M.C.G.,30,2016,Regular,1.0,2016,Geelong,160.0,349.0,51.0,61.0,16.0,Hawthorn,141.0,360.0,39.0,46.0,6.0,-23.60000000000001,-6.0,14.800000000000011,-11.999999999999996,-5.0,3.4000000000000004
836,2016-04-01,R2,Collingwood,13,9,87,Richmond,12,14,86,M.C.G.,1,2016,Regular,1.0,2016,Collingwood,131.0,346.0,24.0,52.0,10.0,Richmond,134.0,393.0,37.0,50.0,19.0,-13.800000000000011,-4.0,14.399999999999977,-1.7999999999999972,2.3999999999999986,0.8000000000000007
837,2016-04-02,R2,Adelaide,22,12,144,Port Adelaide,11,20,86,Adelaide Oval,58,2016,Regular,1.0,2016,Adelaide,165.0,412.0,45.0,55.0,17.0,Port Adelaide,161.0,324.0,43.0,70.0,6.0,21.200000000000003,4.200000000000017,27.400000000000034,-4.0,8.200000000000003,5.0
838,2016-04-02,R2,Essendon,11,14,80,Melbourne,10,7,67,M.C.G.,13,2016,Regular,1.0,2016,Essendon,131.0,444.0,27.0,56.0,14.0,Melbourne,127.0,316.0,32.0,41.0,9.0,3.200000000000003,5.599999999999994,34.400000000000034,1.6000000000000014,-1.2000000000000028,0.5999999999999996
839,2016-04-02,R2,Brisbane Lions,11,17,83,North Melbourne,17,15,117,Gabba,-34,2016,Regular,0.0,2016,Brisbane Lions,111.0,296.0,28.0,51.0,12.0,North Melbourne,145.0,354.0,38.0,49.0,18.0,-5.800000000000011,6.200000000000017,49.60000000000002,5.200000000000003,-3.5999999999999943,-3.200000000000001
840,2016-04-02,R2,St Kilda,5,6,36,Footscray,13,15,93,Docklands,-57,2016,Regular,0.0,2016,St Kilda,102.0,356.0,29.0,42.0,13.0,Footscray,137.0,482.0,29.0,58.0,12.0,-41.80000000000001,-5.799999999999997,-15.800000000000011,-4.600000000000001,-7.0,-0.3999999999999986
841,2016-04-02,R2,Fremantle,14,16,100,Gold Coast,19,12,126,Subiaco,-26,2016,Regular,0.0,2016,Fremantle,157.0,334.0,44.0,60.0,9.0,Gold Coast,121.0,327.0,31.0,50.0,14.0,10.0,14.199999999999989,88.0,7.200000000000003,6.799999999999997,0.0
842,2016-04-03,R2,GWS,13,11,89,Geelong,11,10,76,Manuka Oval,13,2016,Regular,1.0,2016,GWS,148.0,393.0,39.0,56.0,13.0,Geelong,126.0,345.0,26.0,48.0,11.0,-12.799999999999997,-4.800000000000011,-3.0,-1.0,-4.399999999999999,-1.0
843,2016-04-03,R2,Hawthorn,14,15,99,West Coast,7,11,53,M.C.G.,46,2016,Regular,1.0,2016,Hawthorn,163.0,458.0,44.0,68.0,16.0,West Coast,138.0,293.0,36.0,34.0,7.0,35.8,-7.400000000000006,72.0,-4.399999999999999,4.199999999999996,1.6000000000000014
844,2016-04-03,R2,Carlton,10,11,71,Sydney,20,11,131,Docklands,-60,2016,Regular,0.0,2016,Carlton,130.0,348.0,30.0,44.0,10.0,Sydney,150.0,401.0,37.0,69.0,15.0,-12.400000000000006,-11.399999999999991,-32.19999999999999,3.6000000000000014,-12.0,-3.4000000000000004
845,2016-04-08,R3,Port Adelaide,17,10,112,Essendon,7,9,51,Adelaide Oval,61,2016,Regular,1.0,2016,Port Adelaide,149.0,393.0,38.0,61.0,12.0,Essendon,130.0,385.0,37.0,41.0,9.0,42.400000000000006,13.800000000000011,-4.399999999999977,5.0,9.399999999999999,6.0
846,2016-04-09,R3,St Kilda,18,11,119,Collingwood,14,6,90,M.C.G.,29,2016,Regular,1.0,2016,St Kilda,126.0,446.0,31.0,54.0,19.0,Collingwood,144.0,349.0,38.0,49.0,10.0,-16.999999999999993,-28.39999999999999,-32.19999999999999,-8.600000000000001,-3.3999999999999986,2.799999999999999
847,2016-04-09,R3,Richmond,13,14,92,Adelaide,19,14,128,Docklands,-36,2016,Regular,0.0,2016,Richmond,134.0,410.0,32.0,53.0,15.0,Adelaide,130.0,368.0,39.0,57.0,4.0,2.6000000000000085,4.400000000000006,17.400000000000034,1.7999999999999972,2.0,2.1999999999999993
848,2016-04-09,R3,Sydney,14,9,93,GWS,10,8,68,S.C.G.,25,2016,Regular,1.0,2016,Sydney,160.0,361.0,38.0,67.0,10.0,GWS,148.0,384.0,38.0,47.0,9.0,23.799999999999997,18.599999999999994,76.0,3.0,16.6,5.4
849,2016-04-09,R3,Gold Coast,13,17,95,Carlton,5,11,41,Carrara,54,2016,Regular,1.0,2016,Gold Coast,125.0,420.0,32.0,61.0,23.0,Carlton,125.0,380.0,24.0,49.0,5.0,17.400000000000006,10.200000000000017,3.6000000000000227,-2.6000000000000014,4.599999999999994,2.5999999999999996
850,2016-04-09,R3,West Coast,12,20,92,Fremantle,8,11,59,Subiaco,33,2016,Regular,1.0,2016,West Coast,139.0,364.0,38.0,63.0,15.0,Fremantle,126.0,341.0,29.0,37.0,9.0,58.39999999999999,22.0,24.599999999999966,6.0,14.600000000000001,7.600000000000001
851,2016-04-10,R3,North Melbourne,21,10,136,Melbourne,20,11,131,Bellerive Oval,5,2016,Regular,1.0,2016,North Melbourne,144.0,322.0,46.0,51.0,11.0,Melbourne,176.0,366.0,63.0,63.0,10.0,26.799999999999997,10.0,3.7999999999999545,3.0,5.799999999999997,4.200000000000001
852,2016-04-10,R3,Footscray,13,12,90,Hawthorn,14,9,93,Docklands,-3,2016,Regular,0.0,2016,Footscray,161.0,418.0,46.0,51.0,10.0,Hawthorn,132.0,331.0,30.0,46.0,10.0,10.199999999999989,8.800000000000011,50.60000000000002,-7.799999999999997,7.600000000000001,2.5999999999999996
853,2016-04-10,R3,Geelong,18,17,125,Brisbane Lions,7,14,56,Kardinia Park,69,2016,Regular,1.0,2016,Geelong,137.0,396.0,40.0,69.0,17.0,Brisbane Lions,126.0,332.0,28.0,35.0,9.0,35.2,21.599999999999994,39.599999999999966,-4.399999999999999,11.200000000000003,4.800000000000001
854,2016-04-15,R4,West Coast,18,17,125,Richmond,9,3,57,Subiaco,68,2016,Regular,1.0,2016,West Coast,130.0,342.0,37.0,60.0,20.0,Richmond,107.0,340.0,33.0,27.0,8.0,22.39999999999999,14.0,21.400000000000034,5.800000000000004,8.0,4.399999999999999
855,2016-04-16,R4,Essendon,6,6,42,Geelong,9,18,72,M.C.G.,-30,2016,Regular,0.0,2016,Essendon,132.0,426.0,38.0,40.0,9.0,Geelong,123.0,359.0,27.0,50.0,19.0,-14.199999999999989,4.599999999999994,41.19999999999999,-0.4000000000000057,-3.1999999999999957,-2.1999999999999993
856,2016-04-16,R4,Hawthorn,13,9,87,St Kilda,13,6,84,York Park,3,2016,Regular,1.0,2016,Hawthorn,139.0,370.0,40.0,52.0,9.0,St Kilda,152.0,410.0,35.0,46.0,12.0,40.599999999999994,-1.5999999999999943,58.60000000000002,-3.799999999999997,4.399999999999999,4.6
857,2016-04-16,R4,Brisbane Lions,14,23,107,Gold Coast,14,10,94,Gabba,13,2016,Regular,1.0,2016,Brisbane Lions,154.0,367.0,41.0,66.0,18.0,Gold Coast,132.0,307.0,39.0,48.0,12.0,8.600000000000009,2.6000000000000085,67.60000000000002,7.399999999999999,5.600000000000001,2.3999999999999986
858,2016-04-16,R4,Carlton,7,7,49,Footscray,13,7,85,Docklands,-36,2016,Regular,0.0,2016,Carlton,131.0,336.0,32.0,44.0,11.0,Footscray,135.0,426.0,41.0,50.0,6.0,-31.39999999999999,-9.600000000000009,-35.0,-4.0,-13.399999999999999,-1.5999999999999996
859,2016-04-16,R4,Adelaide,16,17,113,Sydney,15,13,103,Adelaide Oval,10,2016,Regular,1.0,2016,Adelaide,167.0,372.0,42.0,61.0,10.0,Sydney,164.0,372.0,39.0,57.0,8.0,17.599999999999994,-1.1999999999999886,-13.0,3.8000000000000043,-1.1999999999999957,1.5999999999999996
860,2016-04-17,R4,GWS,22,19,151,Port Adelaide,9,11,65,Manuka Oval,86,2016,Regular,1.0,2016,GWS,131.0,383.0,45.0,75.0,14.0,Port Adelaide,116.0,356.0,30.0,41.0,4.0,-15.0,-14.0,32.60000000000002,-7.399999999999999,-5.600000000000001,3.5999999999999996
861,2016-04-17,R4,Collingwood,9,13,67,Melbourne,16,6,102,M.C.G.,-35,2016,Regular,0.0,2016,Collingwood,150.0,412.0,36.0,55.0,8.0,Melbourne,154.0,433.0,31.0,57.0,13.0,6.3999999999999915,-0.4000000000000057,23.600000000000023,-8.800000000000004,4.200000000000003,4.4
862,2016-04-17,R4,North Melbourne,20,12,132,Fremantle,14,17,101,Docklands,31,2016,Regular,1.0,2016,North Melbourne,152.0,420.0,36.0,53.0,14.0,Fremantle,124.0,352.0,32.0,46.0,13.0,39.599999999999994,15.399999999999991,-6.199999999999989,6.799999999999997,13.0,2.8000000000000007
863,2016-04-22,R5,Hawthorn,17,10,112,Adelaide,17,7,109,M.C.G.,3,2016,Regular,1.0,2016,Hawthorn,142.0,353.0,47.0,60.0,9.0,Adelaide,160.0,405.0,38.0,48.0,12.0,-3.0,1.5999999999999943,64.80000000000001,-3.200000000000003,2.200000000000003,3.5999999999999996
864,2016-04-23,R5,Sydney,12,16,88,West Coast,7,7,49,S.C.G.,39,2016,Regular,1.0,2016,Sydney,167.0,373.0,43.0,63.0,10.0,West Coast,169.0,376.0,32.0,59.0,8.0,37.400000000000006,12.199999999999989,92.39999999999998,1.2000000000000028,19.599999999999994,5.4
865,2016-04-23,R5,Gold Coast,11,15,81,North Melbourne,18,11,119,Carrara,-38,2016,Regular,0.0,2016,Gold Coast,134.0,366.0,30.0,49.0,11.0,North Melbourne,138.0,362.0,29.0,62.0,14.0,-7.3999999999999915,9.599999999999994,20.19999999999999,0.6000000000000014,5.200000000000003,-1.0
866,2016-04-23,R5,Footscray,17,18,120,Brisbane Lions,10,7,67,Docklands,53,2016,Regular,1.0,2016,Footscray,176.0,447.0,44.0,71.0,18.0,Brisbane Lions,125.0,328.0,25.0,31.0,8.0,51.39999999999999,30.400000000000006,92.60000000000002,2.200000000000003,19.4,3.3999999999999986
867,2016-04-23,R5,Port Adelaide,8,11,59,Geelong,16,11,107,Adelaide Oval,-48,2016,Regular,0.0,2016,Port Adelaide,126.0,309.0,34.0,45.0,5.0,Geelong,165.0,372.0,46.0,58.0,16.0,39.400000000000006,23.400000000000006,32.0,8.599999999999998,10.0,-1.0
868,2016-04-24,R5,St Kilda,12,7,79,GWS,19,12,126,Docklands,-47,2016,Regular,0.0,2016,St Kilda,129.0,370.0,37.0,53.0,6.0,GWS,153.0,419.0,39.0,63.0,13.0,-5.400000000000006,-11.800000000000011,20.80000000000001,-3.6000000000000014,4.200000000000003,3.4000000000000004
869,2016-04-24,R5,Fremantle,9,14,68,Carlton,10,12,72,Subiaco,-4,2016,Regular,0.0,2016,Fremantle,146.0,362.0,38.0,48.0,12.0,Carlton,139.0,356.0,32.0,47.0,13.0,28.6,18.0,44.19999999999999,8.600000000000001,5.200000000000003,0.0
870,2016-04-24,R5,Melbourne,20,9,129,Richmond,14,12,96,M.C.G.,33,2016,Regular,1.0,2016,Melbourne,174.0,412.0,43.0,56.0,12.0,Richmond,163.0,328.0,40.0,56.0,8.0,-14.200000000000003,-0.6000000000000227,-18.0,-1.3999999999999986,3.200000000000003,-1.200000000000001
871,2016-04-25,R5,Collingwood,22,10,142,Essendon,11,7,73,M.C.G.,69,2016,Regular,1.0,2016,Collingwood,153.0,423.0,39.0,55.0,17.0,Essendon,136.0,392.0,46.0,51.0,15.0,9.0,3.799999999999983,-19.400000000000034,-5.199999999999996,3.6000000000000014,4.199999999999999
872,2016-04-29,R6,North Melbourne,9,7,61,Footscray,6,9,45,Docklands,16,2016,Regular,1.0,2016,North Melbourne,151.0,355.0,31.0,46.0,11.0,Footscray,164.0,434.0,44.0,56.0,9.0,11.800000000000011,11.800000000000011,-41.80000000000001,2.6000000000000014,-2.5999999999999943,2.5999999999999996
873,2016-04-30,R6,Melbourne,15,6,96,St Kilda,20,15,135,Docklands,-39,2016,Regular,0.0,2016,Melbourne,138.0,353.0,45.0,55.0,14.0,St Kilda,148.0,397.0,33.0,55.0,19.0,20.799999999999997,3.0,-14.800000000000011,-0.3999999999999986,3.200000000000003,0.8000000000000007
874,2016-04-30,R6,Adelaide,14,13,97,Fremantle,8,16,64,Adelaide Oval,33,2016,Regular,1.0,2016,Adelaide,152.0,430.0,30.0,52.0,11.0,Fremantle,145.0,376.0,35.0,52.0,14.0,60.99999999999999,19.599999999999994,24.19999999999999,4.599999999999994,20.0,5.399999999999999
875,2016-04-30,R6,GWS,24,14,158,Hawthorn,12,11,83,Sydney Showground,75,2016,Regular,1.0,2016,GWS,153.0,413.0,47.0,56.0,16.0,Hawthorn,114.0,314.0,29.0,50.0,11.0,11.399999999999991,-7.599999999999994,14.199999999999989,-6.599999999999994,10.400000000000006,5.200000000000001
876,2016-04-30,R6,Geelong,25,18,168,Gold Coast,7,6,48,Kardinia Park,120,2016,Regular,1.0,2016,Geelong,148.0,445.0,42.0,62.0,25.0,Gold Coast,126.0,306.0,24.0,33.0,3.0,10.800000000000011,13.599999999999994,74.40000000000003,1.3999999999999986,8.399999999999999,5.6
877,2016-04-30,R6,Richmond,8,11,59,Port Adelaide,13,16,94,M.C.G.,-35,2016,Regular,0.0,2016,Richmond,161.0,377.0,45.0,53.0,6.0,Port Adelaide,145.0,355.0,39.0,62.0,13.0,19.39999999999999,-1.4000000000000057,34.19999999999999,-0.6000000000000014,-1.2000000000000028,5.199999999999999
